1; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
2; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
3; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
4; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
5; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
6; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
7; "2016-12-22"; "C"; 5.45; 0; "PC Mag."; "false";
8; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
9; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
10; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
11; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
12; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
13; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
14; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
15; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
16; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
17; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
18; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
19; "2017-01-19"; "C"; 25.78; 10; "Burgers R Us"; "false";
20; "2017-01-21"; "A"; -1.23; 64; "reason for deed"; "true";
21; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
22; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
23; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
24; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
25; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
26; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
27; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
28; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
29; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
30; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
31; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
32; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
33; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
34; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
35; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
36; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
37; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
38; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
39; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
40; "2017-01-23"; "A"; -1.23; 64; "reason for deed"; "true";
41; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
42; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
43; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
44; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
45; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
46; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
47; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
48; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
49; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
50; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
51; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
52; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
53; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
54; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
55; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
56; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
57; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
58; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
59; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
60; "2017-02-02"; "B"; 121.44; 2; "Pension"; "true";
61; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
62; "2017-02-02"; "C"; 0.45; 76; "Mars Bar"; "false";
63; "2017-02-09"; "B"; 121.44; 2; "Pension"; "true";
64; "2017-02-09"; "B"; 121.44; 2; "Pension"; "true";
65; "2017-02-09"; "B"; 121.44; 2; "Pension"; "true";
66; "2017-02-09"; "B"; 121.44; 2; "Pension"; "true";
67; "2017-02-09"; "B"; 121.44; 2; "Pension"; "true";
68; "2017-02-16"; "B"; 121.44; 2; "Pension"; "true";
69; "2017-02-16"; "B"; 121.44; 2; "Pension"; "true";
70; "2017-02-16"; "B"; 121.44; 2; "Pension"; "true";
71; "2017-02-16"; "B"; 121.44; 2; "Pension"; "true";
72; "2017-02-16"; "B"; 121.44; 2; "Pension"; "true";
73; "2017-02-23"; "B"; 121.44; 2; "Pension"; "true";
74; "2017-02-23"; "B"; 121.44; 2; "Pension"; "true";
75; "2017-02-23"; "B"; 121.44; 2; "Pension"; "true";
76; "2017-02-23"; "B"; 121.44; 2; "Pension"; "true";
77; "2017-02-23"; "B"; 121.44; 2; "Pension"; "true";
78; "2017-03-02"; "B"; 121.44; 2; "Pension"; "true";
79; "2017-03-02"; "B"; 121.44; 2; "Pension"; "true";
80; "2017-03-02"; "B"; 121.44; 2; "Pension"; "true";
81; "2017-03-02"; "B"; 121.44; 2; "Pension"; "true";
82; "2017-03-02"; "B"; 121.44; 2; "Pension"; "true";
83; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
84; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
85; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
86; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
87; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
88; "2017-09-21"; "C"; 31.50; 74; "Honda Jazz Insurance"; "true";
